Pass or Fail,Found or not,Page,Search Term,Position found,Position wanted
FAIL,NOT FOUND,/government/publications/frauds-tricks-and-scams/fraud-tricks-and-scams,gmail.com,0,<= 3
FAIL,NOT FOUND,/employment-contracts-and-conditions/overview,employment legislation,0,<= 3
FAIL,NOT FOUND,/government/collections/hmrc-forms,r37,0,<= 3
FAIL,NOT FOUND,/appeal-planning-inspectorate,planning portal,0,<= 3
FAIL,NOT FOUND,/government/policies/water-and-sewerage-services,drainage and sewerage,0,<= 3
FAIL,NOT FOUND,/government/news/qipp-national-workstreams-updated,qipp,0,<= 3
PASS,FOUND,/guidance/wheres-my-reply-for-tax-agents,where's my reply,1,<= 3
PASS,FOUND,/government/collections/fit-for-work-guidance,fit for work,1,<= 3
FAIL,NOT FOUND,/help-for-disabled-child/motability-scheme,motorbility,0,<= 3
FAIL,NOT FOUND,/government/publications/frauds-tricks-and-scams/fraud-tricks-and-scams,outlook,0,<= 3
FAIL,NOT FOUND,/government/collections/finance-bill-2016,finance act 2016,0,<= 3
PASS,FOUND,/government/collections/joint-service-publication-jsp,jsp 757,1,<= 3
FAIL,NOT FOUND,/government/consultations/proposal-for-the-future-of-westminster-jobcentre,jobcentre consultation,0,<= 3
PASS,FOUND,/government/news/phe-launches-one-you,one you,2,<= 3
FAIL,NOT FOUND,/government/publications/frauds-tricks-and-scams/fraud-tricks-and-scams,yahoo mail,0,<= 3
FAIL,NOT FOUND,/contact,contact us,0,<= 3
FAIL,NOT FOUND,/contact,contact numbers,0,<= 3
PASS,FOUND,/vehicle-log-book,v5,2,<= 3
FAIL,NOT FOUND,/appeal-planning-decision/how-to-appeal,appeal,0,<= 3
PASS,FOUND,/foreign-travel-advice/usa,usa,1,<= 3
PASS,FOUND,/settle-in-the-uk,ilr,1,<= 3
FAIL,NOT FOUND,/contact,telephone,0,<= 3
FAIL,NOT FOUND,/help,help,0,<= 3
PASS,FOUND,/foreign-travel-advice/vietnam,vietnam,1,<= 3
FAIL,NOT FOUND,/government/collections/hmrc-forms,application form,0,<= 3
PASS,FOUND,/government/publications/self-assessment-uk-property-sa105,sa105,1,<= 3
PASS,FOUND,/foreign-travel-advice/mexico,mexico,1,<= 3
PASS,FOUND,/foreign-travel-advice/greece,greece,1,<= 3
PASS,FOUND,/foreign-travel-advice/china,china,1,<= 3
FAIL,NOT FOUND,/contact,phone,0,<= 3
PASS,FOUND,/foreign-travel-advice/morocco,morocco,1,<= 3
PASS,FOUND,/government/publications/vat-notice-700-the-vat-guide,700,1,<= 3
PASS,FOUND,/government/publications/self-assessment-residence-remittance-basis-etc-sa109,sa109,1,<= 3
FAIL,NOT FOUND,/government/publications/vat-notice-733-flat-rate-scheme-for-small-businesses/vat-notice-733-flat-rate-scheme-for-small-businesses,733,0,<= 3
PASS,FOUND,/foreign-travel-advice/cambodia,cambodia,1,<= 3
PASS,FOUND,/foreign-travel-advice/iran,iran,1,<= 3
PASS,FOUND,/foreign-travel-advice/syria,syria,1,<= 3
FAIL,NOT FOUND,/wills-probate-inheritance/applying-for-a-grant-of-representation,pa1,0,<= 3
PASS,FOUND,/apply-first-provisional-driving-licence,licence,3,<= 3
PASS,FOUND,/foreign-travel-advice/south-africa,south africa,1,<= 3
FAIL,NOT FOUND,/government/organisations/hm-revenue-customs/contact/income-tax-enquiries-for-individuals-pensioners-and-employees,tax office,0,<= 3
PASS,FOUND,/government/publications/vat-notice-708-buildings-and-construction,708,1,<= 3
PASS,FOUND,/foreign-travel-advice/tunisia,tunisia,1,<= 3
PASS,FOUND,/foreign-travel-advice/italy,italy,1,<= 3
FAIL,NOT FOUND,/set-up-business-partnership/setting-up,partnership,0,<= 3
FAIL,NOT FOUND,/government/collections/hmrc-forms,form,0,<= 3
PASS,FOUND,/foreign-travel-advice/kenya,kenya,2,<= 3
PASS,FOUND,/government/collections/hmrc-manuals,hmrc manuals,2,<= 3
FAIL,NOT FOUND,/help,gov.uk,0,<= 3
PASS,FOUND,/government/publications/vat-notice-741a-place-of-supply-of-services,741a,1,<= 3
FAIL,NOT FOUND,/renew-adult-passport/renew,renew,0,<= 3
PASS,FOUND,/government/publications/self-assessment-self-employment-short-sa103s,sa103,1,<= 3
FAIL,NOT FOUND,/becoming-a-british-citizen/how-to-apply,application,0,<= 3
FAIL,NOT FOUND,/personal-tax-account,pta,0,<= 3
PASS,FOUND,/foreign-travel-advice/malaysia,malaysia,1,<= 3
PASS,FOUND,/marriage-abroad,getting married abroad,1,<= 3
FAIL,NOT FOUND,/appeal-planning-decision/how-to-appeal,appeals,0,<= 3
PASS,FOUND,/foreign-travel-advice/cyprus,cyprus,1,<= 3
FAIL,NOT FOUND,/inheritance-tax/gifts,gifts,0,<= 3
FAIL,NOT FOUND,/jobsearch,employment,0,<= 3
PASS,FOUND,/foreign-travel-advice/russia,russia,2,<= 3
FAIL,NOT FOUND,/contact-jobcentre-plus/change-cancel-appointment,appointment,0,<= 3
PASS,FOUND,/foreign-travel-advice/iraq,iraq,1,<= 3
PASS,FOUND,/foreign-travel-advice/germany,germany,1,<= 3
FAIL,NOT FOUND,/government/publications/a1-east-of-england-strategic-study-interim-report,a1,0,<= 3
PASS,FOUND,/sold-bought-vehicle,sold car,1,<= 3
PASS,FOUND,/foreign-travel-advice/israel,israel,1,<= 3
PASS,FOUND,/government/publications/vat-notice-725-the-single-market,725,1,<= 3
PASS,FOUND,/foreign-travel-advice/pakistan,pakistan,1,<= 3
FAIL,NOT FOUND,/introduction-to-business-rates/overview,rates,0,<= 3
FAIL,NOT FOUND,/goods-sent-from-abroad/overview,customs,0,<= 3
PASS,FOUND,/foreign-travel-advice/indonesia,indonesia,1,<= 3
FAIL,NOT FOUND,/national-insurance/overview,nic,0,<= 3
PASS,FOUND,/government/publications/self-assessment-additional-information-sa101,sa101,1,<= 3
PASS,FOUND,/foreign-travel-advice/singapore,singapore,1,<= 3
PASS,FOUND,/government/publications/self-assessment-register-a-partnership-for-self-assessment-sa400,sa400,1,<= 3
PASS,FOUND,/foreign-travel-advice/portugal,portugal,1,<= 3
FAIL,FOUND,/career-skills-and-training,training,8,<= 3
PASS,FOUND,/foreign-travel-advice/brazil,brazil,1,<= 3
PASS,FOUND,/foreign-travel-advice/jordan,jordan,2,<= 3
FAIL,NOT FOUND,/inheritance-tax/overview,iht,0,<= 3
PASS,FOUND,/search-property-information-land-registry,property,1,<= 3
PASS,FOUND,/government/publications/480-expenses-and-benefits-a-tax-guide,480,1,<= 3
FAIL,NOT FOUND,/social-security-child-support-tribunal/before-you-appeal,mandatory reconsideration,0,<= 3
PASS,FOUND,/foreign-travel-advice/hong-kong,hong kong,1,<= 3
PASS,FOUND,/foreign-travel-advice/croatia,croatia,1,<= 3
FAIL,NOT FOUND,/expenses-and-benefits-medical-treatment/overview,medical,0,<= 3
PASS,FOUND,/foreign-travel-advice/philippines,philippines,1,<= 3
FAIL,NOT FOUND,/food-labelling-and-packaging/food-and-drink-warnings,e104,0,<= 3
PASS,FOUND,/government/publications/file-a-second-filing-of-a-document-previously-delivered-rp04,rp04,2,<= 3
FAIL,NOT FOUND,/maximum-weekly-working-hours/overview,working hours,0,<= 3
FAIL,FOUND,/check-income-tax,child benefit tax calculator,1,> 3
FAIL,FOUND,/sa302-tax-calculation,child benefit tax calculator,2,> 3
FAIL,FOUND,/government/collections/how-to-manually-check-your-payroll-calculations,child benefit tax calculator,3,> 3
PASS,FOUND,/intrastat,intrastat,1,<= 1
PASS,NOT FOUND,/government/publications/philippines-death,death,0,> 10
FAIL,FOUND,/topic/intellectual-property/trade-marks,trade mark,6,<= 3
FAIL,NOT FOUND,/topic/business-tax/self-employed,self employed tax,0,<= 10
PASS,FOUND,/topic/personal-tax/self-assessment,hmrc self assessment,3,<= 3
FAIL,NOT FOUND,/topic/personal-tax/inheritance-tax,inheritance tax,0,<= 5
FAIL,NOT FOUND,/topic/benefits-credits/child-benefit,child benefit,0,<= 5
FAIL,NOT FOUND,/topic/personal-tax/income-tax,uk tax,0,<= 10
FAIL,FOUND,/topic/personal-tax/income-tax,income tax,9,<= 5
PASS,FOUND,/maritime-reporting,ship reporting,5,<= 10
FAIL,FOUND,/heart-transplant-driving,can I drive if I have had a heart transplant,6,<= 3
FAIL,NOT FOUND,/fits-and-driving,can I drive if I have fits,0,<= 3
FAIL,NOT FOUND,/stop-companies-house-from-publishing-your-address,how do I stop companies house publishing my address,0,<= 3
FAIL,NOT FOUND,/tachographs,tachograph regulations,0,<= 3
FAIL,FOUND,/taxi-driver-licence,taxi licence,5,<= 3
PASS,FOUND,/taxi-vehicle-licence,taxi licence,3,<= 3
FAIL,FOUND,/seat-belts-law,do you have to wear a seat belt,9,<= 5
FAIL,FOUND,/pay-council-tax,how to pay council tax,4,<= 3
PASS,FOUND,/school-term-holiday-dates,half term,1,<= 1
PASS,FOUND,/school-term-holiday-dates,christmas school holidays,2,<= 3
PASS,FOUND,/apply-for-primary-school-place,primary school applications,4,<= 5
FAIL,NOT FOUND,/find-regional-passport-office,local passport office,0,<= 5
FAIL,FOUND,/find-theory-test-centre,theory test centre,6,<= 5
PASS,FOUND,/passport-interview-office,passport interview office,1,<= 3
FAIL,FOUND,/find-vehicle-scrapyard,scrap yard near me,4,<= 3
PASS,FOUND,/sold-bought-vehicle,dvla sold car,1,<= 1
PASS,FOUND,/sold-bought-vehicle,dvla change of owner,2,<= 3
FAIL,FOUND,/sold-bought-vehicle,dvla change of keeper,4,<= 3
FAIL,NOT FOUND,/qualify-tax-credits,child tax credits form,0,<= 5
PASS,FOUND,/qualify-tax-credits,tax credit form,5,<= 5
FAIL,NOT FOUND,/qualify-tax-credits,am I eligible for tax credits,0,<= 3
FAIL,FOUND,/vehicle-tax,buy road tax,7,<= 3
PASS,FOUND,/view-driving-licence,dvla licence check,1,<= 3
PASS,FOUND,/view-driving-licence,check my licence,1,<= 3
PASS,FOUND,/register-to-vote,electoral roll sign up,3,<= 3
PASS,FOUND,/check-state-pension,state pension forecast,2,<= 3
PASS,FOUND,/check-state-pension,my state pension,2,<= 3
FAIL,FOUND,/check-state-pension,pension checker,6,<= 3
PASS,FOUND,/foreign-travel-advice/mexico,is it safe to travel to mexico,1,<= 3
FAIL,FOUND,/foreign-travel-advice/mexico,mexico visa,5,<= 3
FAIL,FOUND,/foreign-travel-advice/mexico,do I need vaccinations for mexico,5,<= 3
FAIL,NOT FOUND,/foreign-travel-advice/mexico,do I need a visa for mexico,0,<= 3
FAIL,NOT FOUND,/foreign-travel-advice/usa,visa for usa,0,<= 3
FAIL,NOT FOUND,/foreign-travel-advice/usa,do I need a visa for usa,0,<= 3
FAIL,NOT FOUND,/foreign-travel-advice/usa,travelling to america,0,<= 3
PASS,FOUND,/foreign-travel-advice/usa,travelling to usa,2,<= 3
FAIL,FOUND,/foreign-travel-advice/usa,us travel visa,8,<= 3
FAIL,FOUND,/guidance/claim-a-refund-of-construction-industry-scheme-deductions-if-youre-a-limited-company,subcontractor repayment claim for limited company',7,<= 3
PASS,FOUND,/government/organisations/prime-ministers-office-10-downing-street,10 downing street,1,<= 3
PASS,FOUND,/long-residence,10 years,2,<= 3
PASS,FOUND,/government/publications/application-to-extend-stay-in-the-uk-form-flrfp,10 years route,3,<= 3
PASS,FOUND,/guidance/income-tax-when-you-rent-out-a-property-working-out-your-rental-income,10% wear and tear,1,<= 3
PASS,FOUND,/guidance/claiming-benefits-for-2-or-more-children,2 child limit,1,<= 3
FAIL,NOT FOUND,/guidance/what-to-do-if-your-employee-has-more-than-1-job,2 jobs,0,<= 3
FAIL,FOUND,/guidance/2-year-old-early-education-entitlement-local-authority-guide,2 year funding,5,<= 3
PASS,FOUND,/guidance/2-year-old-early-education-entitlement-local-authority-guide,2 year old funding,3,<= 3
PASS,FOUND,/childcare-calculator,2 year old funding,1,<= 3
PASS,FOUND,/bank-holidays,2017 bank holidays,1,<= 3
PASS,FOUND,/bank-holidays,2018 bank holidays,1,<= 3
PASS,FOUND,/government/publications/teacher-assessment-frameworks-at-the-end-of-key-stage-2,2018 key stage 2,3,<= 3
PASS,FOUND,/bank-holidays,2019 bank holidays,1,<= 3
FAIL,FOUND,/government/consultations/early-years-funding-changes-to-funding-for-3-and-4-year-olds,3 year old funding,8,<= 3
PASS,FOUND,/sign-in-childcare-account,30 hour child care,2,<= 3
PASS,FOUND,/help-with-childcare-costs,30 hour child care,1,<= 3
PASS,FOUND,/sign-in-childcare-account,30 hour free child care,2,<= 3
FAIL,FOUND,/government/consultations/30-hour-free-childcare-entitlement,30 hour free child care,6,<= 3
FAIL,FOUND,/government/publications/30-hours-free-childcare-la-and-early-years-provider-guide,30 hour free child care,9,<= 3
PASS,FOUND,/help-with-childcare-costs,30 hour free child care,1,<= 3
PASS,FOUND,/sign-in-childcare-account,30 hours child care,2,<= 3
PASS,FOUND,/help-with-childcare-costs,30 hours child care,1,<= 3
PASS,FOUND,/sign-in-childcare-account,30 hours free child care,2,<= 3
PASS,FOUND,/help-with-childcare-costs,30 hours free child care,1,<= 3
PASS,FOUND,/sign-in-childcare-account,30hours free child care,1,<= 3
FAIL,FOUND,/hmrc-internal-manuals/tax-credits-manual/tcm1000397,4 week run on,9,<= 3
PASS,FOUND,/government/publications/5-a-day-external-reference-group-review,5 a day,1,<= 3
FAIL,FOUND,/guidance/rates-of-vat-on-different-goods-and-services,5% vat,4,<= 3
FAIL,FOUND,/vat-rates,5% vat,7,<= 3
PASS,FOUND,/government/publications/tax-agents-and-advisers-authorising-your-agent-64-8,64-8 form,1,<= 3
PASS,FOUND,/government/publications/tax-agents-and-advisers-authorising-your-agent-64-8,64/8,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7001-should-i-be-registered-for-vat,700/1,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7009-transfer-of-business-as-a-going-concern,700/9,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7012-welfare,701/2,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7016-supplement,701/6,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7016-charity-funded-equipment-for-medical-veterinary-etc-uses,701/6,2,<= 3
PASS,FOUND,/government/publications/vat-notice-7017-vat-reliefs-for-disabled-people,701/7,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7041-tax-free-shopping-in-the-uk,704/1,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7086-energy-saving-materials,708/6,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7093-hotels-and-holiday-accommodation,709/3,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7095-tour-operators-margin-scheme,709/5,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7096-travel-agents-and-tour-operators,709/6,1,<= 3
PASS,FOUND,/government/publications/vat-notice-7182-the-vat-auctioneers-scheme,718/2,1,<= 3
PASS,FOUND,/driving-licence-codes,79(3),1,<= 3
FAIL,FOUND,/ride-motorcycle-moped,a1 licence,7,<= 3
PASS,FOUND,/report-abandoned-vehicle,abandoned car,1,<= 3
PASS,FOUND,/report-abandoned-vehicle,abandoned vehicle,1,<= 3
PASS,FOUND,/guidance/abandoned-vehicles-council-responsibilities,abandoned vehicle,2,<= 3
FAIL,FOUND,/tax-right-retire-abroad-return-to-uk,abroad,8,<= 3
PASS,FOUND,/government/publications/wr166-application-and-agreement-to-apportion-a-water-abstraction-licence,abstraction licence,1,<= 3
FAIL,FOUND,/government/publications/abstracting-water-a-guide-to-getting-your-licence,abstraction licence,10,<= 3
PASS,FOUND,/apply-apprenticeship,accountancy apprenticship,1,<= 3
PASS,FOUND,/dvla-change-address,address change driving license,1,<= 3
PASS,FOUND,/employment-support-allowance,address for esa,3,<= 3
FAIL,NOT FOUND,/contact-the-dvla,address to return old driving licence,0,<= 3
FAIL,FOUND,/renew-adult-passport,address to send passport application,8,<= 3
PASS,FOUND,/adi-part-1-test,adi part 1,1,<= 3
FAIL,FOUND,/book-your-instructor-theory-test,adi part 1,4,<= 3
PASS,FOUND,/adi-part-2-test,adi part 2,2,<= 3
PASS,FOUND,/government/publications/show-me-tell-me-questions-adi-part-2-test,adi part 2,3,<= 3
PASS,FOUND,/adi-part-2-test,adi part 2 test,1,<= 3
PASS,FOUND,/adi-part-3-test,adi part 3,1,<= 3
PASS,FOUND,/adi-part-3-test,adi part 3 test,1,<= 3
PASS,FOUND,/apply-for-a-trainee-driving-instructor-licence,adi trainee licence,2,<= 3
PASS,FOUND,/student-finance-forms,adif,1,<= 3
PASS,FOUND,/student-finance-forms,adif form,1,<= 3
PASS,FOUND,/government/publications/application-for-adr-road-vehicle-certification-adr-iii,adr application,2,<= 3
PASS,FOUND,/change-address-driving-licence,adress change,1,<= 3
FAIL,FOUND,/tell-hmrc-change-address,adress change,8,<= 3
FAIL,NOT FOUND,/hmrc-internal-manuals/pensions-tax-manual/ptm143200,adviser charging,0,<= 3
PASS,FOUND,/government/publications/service-personnel-and-veterans-agency-spva-pensions-forms,afps form 1,1,<= 3
PASS,FOUND,/preventing-air-pollution,air pollution,1,<= 3
PASS,FOUND,/guidance/alcohol-licensing,alcohol licence,1,<= 3
PASS,FOUND,/government/collections/alcohol-licensing-personal-licences,alcohol licence,2,<= 3
PASS,FOUND,/guidance/alcohol-licensing,alcohol license,1,<= 3
PASS,FOUND,/government/publications/application-to-naturalise-as-a-british-citizen-form-an,an booklet,1,<= 3
FAIL,FOUND,/government/publications/fees-for-citizenship-applications,an fees,8,<= 3
PASS,FOUND,/government/publications/application-to-naturalise-as-a-british-citizen-form-an,an form,2,<= 3
PASS,FOUND,/government/publications/application-to-naturalise-as-a-british-citizen-form-an,an guide,1,<= 3
FAIL,FOUND,/ancestry-visa,ancestral visa,4,<= 3
FAIL,NOT FOUND,/government/publications/what-partners-need-to-know,anderson sloben sandra sloben next to kin. my roomatehas no biz taking whats rightfully my andjackus,0,<= 3
FAIL,FOUND,/licence-wild-animal,animal licence,7,<= 3
PASS,FOUND,/government/publications/change-the-register-ap1,ap1 fees,1,<= 3
FAIL,FOUND,/guidance/hm-land-registry-registration-services-fees,ap1 fees,9,<= 3
PASS,FOUND,/get-document-legalised,apostile,2,<= 3
PASS,FOUND,/verify-apostille,apostile,1,<= 3
PASS,FOUND,/get-document-legalised,apostille,1,<= 3
PASS,FOUND,/verify-apostille,apostille,2,<= 3
PASS,FOUND,/employment-support-allowance,appeal against esa,2,<= 3
FAIL,FOUND,/government/publications/how-to-appeal-against-our-decisions,appeal against esa decision,10,<= 3
PASS,FOUND,/employment-support-allowance,appeal esa,1,<= 3
PASS,FOUND,/government/collections/employment-and-support-allowance-outcomes-of-work-capability-assessment,appeal esa,3,<= 3
FAIL,FOUND,/government/statistics/employment-and-support-allowance--6,appeal esa,5,<= 3
PASS,FOUND,/immigration-asylum-tribunal,appeal fees,2,<= 3
PASS,FOUND,/employment-support-allowance,appeal form esa,1,<= 3
