"/claim-tax-credits","credit"
"/income-support","income support"
"/housing-benefit","housing benefit"
"/council-tax","council tax"
"/jobseekers-allowance","jsa, seekers"
"/driving-theory-test","theory"
"/practical-driving-test-for-cars-motorbike","driving test"
"/apply-for-student-finance-2012-13","student finance"
"/maternity-allowance","maternity"
"/pension-credit","pension credit"
"/car-tax-disc-vehicle-licence","car tax"
"/national-minimum-wage-rates","minimum"
"/cold-weather-payment","cold"
"/statutory-sick-pay-ssp","sick"
"/incapacity-benefit","incapacity"
"/uk-system-of-government","downing street, downing st, number 10, number ten"
